ID,Order,Family,Genus,Epithet,Species,Common,CommonES,Status,XCRecordings,VoucherMUSM-Orn,Priority
1,Tinamiformes,Tinamidae,Nothocercus,nigrocapillus,Nothocercus nigrocapillus,Hooded Tinamou,Tinamú Cabecinegro,Vulnerable,14,,
2,Tinamiformes,Tinamidae,Tinamus,tao,Tinamus tao,Grey Tinamou,Tinamú Tao,Vulnerable,54,amazoncam,1
3,Tinamiformes,Tinamidae,Tinamus,osgoodi,Tinamus osgoodi,Black Tinamou,Tinamú Negro,Vulnerable,11,,
4,Tinamiformes,Tinamidae,Tinamus,major,Tinamus major,Great Tinamou,Tinamú Oliváceo,Casi amenazada,107,"1, amazoncam",1
5,Tinamiformes,Tinamidae,Tinamus,guttatus,Tinamus guttatus,White-throated Tinamou,Tinamú Moteado,Casi amenazada,47,,
6,Tinamiformes,Tinamidae,Crypturellus,cinereus,Crypturellus cinereus,Cinereous Tinamou,Tinamú Sombrío,,220,amazoncam,
7,Tinamiformes,Tinamidae,Crypturellus,soui,Crypturellus soui,Little Tinamou,Tinamú Chico,,315,amazoncam,1
8,Tinamiformes,Tinamidae,Crypturellus,obsoletus,Crypturellus obsoletus,Brown Tinamou,Tinamú Café,,181,,
9,Tinamiformes,Tinamidae,Crypturellus,undulatus,Crypturellus undulatus,Undulated Tinamou,Tinamú ondeado,,170,amazoncam,1
10,Tinamiformes,Tinamidae,Crypturellus,strigulosus,Crypturellus strigulosus,Brazilian Tinamou,Tinamú Brasileño,,64,,
11,Tinamiformes,Tinamidae,Crypturellus,atrocapillus,Crypturellus atrocapillus,Black-capped Tinamou,Tinamú Capirotado,Casi amenazada,29,amazoncam,
12,Tinamiformes,Tinamidae,Crypturellus,variegatus,Crypturellus variegatus,Variegated Tinamou,Tinamú Abigarrado,,71,amazoncam,
13,Tinamiformes,Tinamidae,Crypturellus,bartletti,Crypturellus bartletti,Bartlett's Tinamou,Tinamú de Bartlett,,40,1,
14,Tinamiformes,Tinamidae,Crypturellus,parvirostris,Crypturellus parvirostris,Small-billed Tinamou,Tinamú Piquicorto,,73,,
15,Tinamiformes,Tinamidae,Rhynchotus,rufescens,Rhynchotus rufescens,Red-winged Tinamou,Tinamú alirroj,,63,,
16,Anseriformes,Anhimidae,Anhima,cornuta,Anhima cornuta,Horned Screamer,Chajá Añuma,,71,,
17,Anseriformes,Anhimidae,Chauna,torquata,Chauna torquata,Southern Screamer,Chajá Común,Raras/Accidentales,79,,
18,Anseriformes,Anatidae,Dendrocygna,bicolor,Dendrocygna bicolor,Fulvous Whistling Duck,Suirirí Bicolor,Erradicadas,51,,
19,Anseriformes,Anatidae,Dendrocygna,viduata,Dendrocygna viduata,White-faced Whistling Duck,Suirirí Cariblanco ,,113,,
20,Anseriformes,Anatidae,Dendrocygna,autumnalis,Dendrocygna autumnalis,Black-bellied Whistling Duck,Suirirí Piquirrojo,,180,,
21,Anseriformes,Anatidae,Oressochen,jubatus,Oressochen jubatus,NA,Ganso del Orinoco,Casi amenazada,0,,
22,Anseriformes,Anatidae,Amazonetta,brasiliensis,Amazonetta brasiliensis,Brazilian Teal,Pato Brasileño,,49,,
23,Anseriformes,Anatidae,Merganetta,armata,Merganetta armata,Torrent Duck,Pato Torrentero,,6,,
24,Anseriformes,Anatidae,Spatula,puna,Spatula puna,Puna Teal,Cerceta de la Puna,,19,,
25,Anseriformes,Anatidae,Spatula,discors,Spatula discors,Blue-winged Teal,Cerceta Aliazul,,76,,
26,Anseriformes,Anatidae,Spatula,cyanoptera,Spatula cyanoptera,Cinnamon Teal,Cerceta Colorada,,19,,
27,Anseriformes,Anatidae,Anas,flavirostris,Anas flavirostris,Yellow-billed Teal,Cerceta barcina,,42,BIOPE,
28,Anseriformes,Anatidae,Netta,peposaca,Netta peposaca,Rosy-billed Pochard,Pato Picazo,,12,,
29,Anseriformes,Anatidae,Nomonyx,dominicus,Nomonyx dominicus,Masked Duck,Malvasía Enmascarada,Raras/Accidentales,14,,
30,Anseriformes,Anatidae,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,Malvasía Canela,,30,,
31,Galliformes,Cracidae,Chamaepetes,goudotii,Chamaepetes goudotii,Sickle-winged Guan,Pava Falcialar,,41,,
32,Galliformes,Cracidae,Penelope,jacquacu,Penelope jacquacu,Spix's Guan,Pava Amazónica,Casi amenazada,54,amazoncam,1
33,Galliformes,Cracidae,Pipile,cumanensis,Pipile cumanensis,Blue-throated Piping Guan,Pava Goliazul,,40,amazoncam,1
34,Galliformes,Cracidae,Aburria,aburri,Aburria aburri,Wattled Guan,Pava Aburria,,58,,
35,Galliformes,Cracidae,Ortalis,guttata,Ortalis guttata,Speckled Chachalaca,Chachalaca moteada,,91,,
36,Galliformes,Cracidae,Crax,globulosa,Crax globulosa,Wattled Curassow,Pavón Carunculado,En Peligro,12,,
37,Galliformes,Cracidae,Mitu,tuberosum,Mitu tuberosum,Razor-billed Curassow,Paují Tuberoso,,28,amazoncam,1
38,Galliformes,Cracidae,Pauxi,koepckeae,Pauxi koepckeae,Sira Curassow,Paují unicornio peruano,End‚mico (pa¡s/regi¢n)ÿEn peligro cr¡tico,7,,
39,Galliformes,Odontophoridae,Odontophorus,gujanensis,Odontophorus gujanensis,Marbled Wood Quail,Corcovado Común,Casi amenazada,81,,
40,Galliformes,Odontophoridae,Odontophorus,speciosus,Odontophorus speciosus,Rufous-breasted Wood Quail,Corcovado Pechirrufo,Casi amenazada,30,,
41,Galliformes,Odontophoridae,Odontophorus,balliviani,Odontophorus balliviani,Stripe-faced Wood Quail,Corcovado Enmascarado,,14,,
42,Galliformes,Odontophoridae,Odontophorus,stellatus,Odontophorus stellatus,Starred Wood Quail,Corcovado Estrellado,,32,amazoncam,1
43,Podicipediformes,Podicipedidae,Rollandia,rolland,Rollandia rolland,White-tufted Grebe,Zampullín Pimpollo,,9,,
44,Podicipediformes,Podicipedidae,Tachybaptus,dominicus,Tachybaptus dominicus,Least Grebe,Zampullín Macacito,,74,,
45,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-billed Grebe,Zampullín Picogrueso,Raras/Accidentales,151,,
46,Columbiformes,Columbidae,Columba,livia,Columba livia,Rock Dove,Paloma Bravía ,Especies introducidas,141,,
47,Columbiformes,Columbidae,Patagioenas,speciosa,Patagioenas speciosa,Scaled Pigeon,Paloma Escamosa,,109,,
48,Columbiformes,Columbidae,Patagioenas,picazuro,Patagioenas picazuro,Picazuro Pigeon,Paloma Picazuró ,,86,,
49,Columbiformes,Columbidae,Patagioenas,fasciata,Patagioenas fasciata,Band-tailed Pigeon,Paloma torcaza septentrional,,116,,
50,Columbiformes,Columbidae,Patagioenas,cayennensis,Patagioenas cayennensis,Pale-vented Pigeon,Paloma Colorada,,131,,
51,Columbiformes,Columbidae,Patagioenas,plumbea,Patagioenas plumbea,Plumbeous Pigeon,Paloma Plomiza,Vulnerable,320,amazoncam,
52,Columbiformes,Columbidae,Patagioenas,subvinacea,Patagioenas subvinacea,Ruddy Pigeon,Paloma Vinosa,,213,,
53,Columbiformes,Columbidae,Geotrygon,saphirina,Geotrygon saphirina,Sapphire Quail-Dove,Paloma perdiz zafiro,,12,,
54,Columbiformes,Columbidae,Geotrygon,montana,Geotrygon montana,Ruddy Quail-Dove,Paloma perdiz común,,116,"BIOPE, amazoncam",1
55,Columbiformes,Columbidae,Geotrygon,violacea,Geotrygon violacea,Violaceous Quail-Dove,Paloma perdiz violácea,,9,amazoncam,2
56,Columbiformes,Columbidae,Leptotila,verreauxi,Leptotila verreauxi,White-tipped Dove,Paloma Montaraz Común,,355,,
57,Columbiformes,Columbidae,Leptotila,rufaxilla,Leptotila rufaxilla,Grey-fronted Dove,Paloma Montaraz Frentiblanca,,153,"BIOPE, amazoncam",1
58,Columbiformes,Columbidae,Zentrygon,frenata,Zentrygon frenata,White-throated Quail-Dove,Paloma perdiz gorjiblanca,,62,,
59,Columbiformes,Columbidae,Zenaida,auriculata,Zenaida auriculata,Eared Dove,Zenaida Torcaza,,86,,
60,Columbiformes,Columbidae,Claravis,pretiosa,Claravis pretiosa,Blue Ground Dove,Tortolita Azulada,,126,1,
61,Columbiformes,Columbidae,Paraclaravis,mondetoura,Paraclaravis mondetoura,NA,Tortolita Pechimorada,,0,,
62,Columbiformes,Columbidae,Metriopelia,ceciliae,Metriopelia ceciliae,Bare-faced Ground Dove,Palomita Cascabelita,,5,,
63,Columbiformes,Columbidae,Metriopelia,melanoptera,Metriopelia melanoptera,Black-winged Ground Dove,Palomita Alinegra,,14,,
64,Columbiformes,Columbidae,Columbina,talpacoti,Columbina talpacoti,Ruddy Ground Dove,Columbina Colorada,,94,,
65,Columbiformes,Columbidae,Columbina,picui,Columbina picui,Picui Ground Dove,Columbina Picuí,,43,,
66,Cuculiformes,Cuculidae,Crotophaga,major,Crotophaga major,Greater Ani,Garrapatero Mayor,,111,,
67,Cuculiformes,Cuculidae,Crotophaga,ani,Crotophaga ani,Smooth-billed Ani,Garrapatero Aní,,252,,
68,Cuculiformes,Cuculidae,Tapera,naevia,Tapera naevia,Striped Cuckoo,Cuclillo Crespín,,292,x,2
69,Cuculiformes,Cuculidae,Dromococcyx,phasianellus,Dromococcyx phasianellus,Pheasant Cuckoo,Cuclillo Faisán,,138,,
70,Cuculiformes,Cuculidae,Dromococcyx,pavoninus,Dromococcyx pavoninus,Pavonine Cuckoo,Cuclillo Pavonino,,98,,
71,Cuculiformes,Cuculidae,Neomorphus,geoffroyi,Neomorphus geoffroyi,Rufous-vented Ground Cuckoo,Cuco hormiguero ventrirrufo,,14,amazoncam,1
72,Cuculiformes,Cuculidae,Coccycua,minuta,Coccycua minuta,Little Cuckoo,Cuco ardilla menor,,78,1,
73,Cuculiformes,Cuculidae,Coccycua,cinerea,Coccycua cinerea,Ash-colored Cuckoo,Cuclillo Ceniciento,,8,,
74,Cuculiformes,Cuculidae,Piaya,cayanaCuco,Piaya cayanaCuco ardilla com£n,NA,Cuco ardilla común,,0,x,2
75,Cuculiformes,Cuculidae,Piaya,melanogaster,Piaya melanogaster,Black-bellied Cuckoo,Cuco ardilla ventrinegro,,37,,
76,Cuculiformes,Cuculidae,Coccyzus,melacoryphus,Coccyzus melacoryphus,Dark-billed Cuckoo,Cuclillo Canela,,63,,
77,Cuculiformes,Cuculidae,Coccyzus,americanus,Coccyzus americanus,Yellow-billed Cuckoo,Cuclillo Piquigualdo,,207,,
78,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,Coccyzus erythropthalmus,Black-billed Cuckoo,Cuclillo Piquinegro,,58,,
79,Steatornithiformes,Steatornithidae,Steatornis,caripensis,Steatornis caripensis,Oilbird,Guácharo,,62,,
80,Nictiibiformes,Nictiibidae,Nyctibius,grandis,Nyctibius grandis,Great Potoo,Nictibio Grande,,58,,
81,Nictiibiformes,Nictiibidae,Nyctibius,aethereus,Nyctibius aethereus,Long-tailed Potoo,Nictibio Colilargo,,37,,
82,Nictiibiformes,Nictiibidae,Nyctibius,griseus,Nyctibius griseus,Common Potoo,Nictibio Urutaú,,170,,
83,Nictiibiformes,Nictiibidae,Nyctibius,leucopterus,Nyctibius leucopterus,White-winged Potoo,Nictibio Aliblanco,,46,,
84,Nictiibiformes,Nictiibidae,Nyctibius,bracteatus,Nyctibius bracteatus,Rufous Potoo,Nictibio Rufo,,22,,
85,Caprimulgiformes,Caprimulgidae,Chordeiles,nacunda,Chordeiles nacunda,Nacunda Nighthawk,Añapero Ñacundá,,16,,
86,Caprimulgiformes,Caprimulgidae,Chordeiles,rupestris,Chordeiles rupestris,Sand-colored Nighthawk,Añapero Blanco,,8,1,
87,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Chordeiles minor,Common Nighthawk,Añapero Yanqui,,112,,
88,Caprimulgiformes,Caprimulgidae,Lurocalis,semitorquatus,Lurocalis semitorquatus,Short-tailed Nighthawk,Añapero Colicorto,,127,,
89,Caprimulgiformes,Caprimulgidae,Lurocalis,rufiventris,Lurocalis rufiventris,Rufous-bellied Nighthawk,Añapero Ventrirrufo,,24,,
90,Caprimulgiformes,Caprimulgidae,Nyctipolus,nigrescens,Nyctipolus nigrescens,Blackish Nightjar,Chotacabras Negruzco,,37,,
91,Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis,Nyctidromus albicollis,Pauraque,Chotacabras Pauraque,,406,BIOPE,
92,Caprimulgiformes,Caprimulgidae,Uropsalis,lyra,Uropsalis lyra,Lyre-tailed Nightjar,Chotacabras Lira,,36,,
93,Caprimulgiformes,Caprimulgidae,Setopagis,parvula,Setopagis parvula,Little Nightjar,Chotacabras Chico,,70,,
94,Caprimulgiformes,Caprimulgidae,Hydropsalis,maculicaudus,Hydropsalis maculicaudus,Spot-tailed Nightjar,Chotacabras Colipinto,,59,,
95,Caprimulgiformes,Caprimulgidae,Hydropsalis,climacocerca,Hydropsalis climacocerca,Ladder-tailed Nightjar,Chotacabras de Escalera,,21,,
96,Caprimulgiformes,Caprimulgidae,Hydropsalis,torquata,Hydropsalis torquata,Scissor-tailed Nightjar,Chotacabras Tijereta,,30,,
97,Caprimulgiformes,Caprimulgidae,Nyctiphrynus,ocellatus,Nyctiphrynus ocellatus,Ocellated Poorwill,Chotacabras Ocelado,,88,"BIOPE, amazoncam",1
98,Caprimulgiformes,Caprimulgidae,Antrostomus,sericocaudatus,Antrostomus sericocaudatus,Silky-tailed Nightjar,Chotacabras Coladeseda,,51,,
99,Apodiformes,Apodidae,Cypseloides,cryptus,Cypseloides cryptus,White-chinned Swift,Vencejo Barbiblanco,,6,,
100,Apodiformes,Apodidae,Cypseloides,lemosi,Cypseloides lemosi,White-chested Swift,Vencejo Pechiblanco,,2,,
101,Apodiformes,Apodidae,Streptoprocne,rutila,Streptoprocne rutila,Chestnut-collared Swift,Vencejo Cuellirrojo,,24,1,1
102,Apodiformes,Apodidae,Streptoprocne,zonaris,Streptoprocne zonaris,White-collared Swift,Vencejo Acollarado,,79,1,
103,Apodiformes,Apodidae,Chaetura,cinereiventris,Chaetura cinereiventris,Grey-rumped Swift,Vencejo Ceniciento,,66,,
104,Apodiformes,Apodidae,Chaetura,egregia,Chaetura egregia,Pale-rumped Swift,Vencejo Egregio,,10,,
105,Apodiformes,Apodidae,Chaetura,pelagica,Chaetura pelagica,Chimney Swift,Vencejo de Chimenea,Vulnerable,40,,
106,Apodiformes,Apodidae,Chaetura,viridipennis,Chaetura viridipennis,Mato Grosso Swift,Vencejo Amazónico,,12,,
107,Apodiformes,Apodidae,Chaetura,brachyura,Chaetura brachyura,Short-tailed Swift,Vencejo Rabón,,45,,
108,Apodiformes,Apodidae,Aeronautes,montivagus,Aeronautes montivagus,White-tipped Swift,Vencejo Montañés,,27,x,2
109,Apodiformes,Apodidae,Tachornis,squamata,Tachornis squamata,Neotropical Palm Swift,Vencejillo Tijereta,,28,,
110,Apodiformes,Apodidae,Panyptila,cayennensis,Panyptila cayennensis,Lesser Swallow-tailed Swift,Vencejo Tijereta Chico,,7,,
111,Apodiformes,Trochilidae,Florisuga,mellivora,Florisuga mellivora,White-necked Jacobin,Colibrí Nuquiblanco,,40,1,
112,Apodiformes,Trochilidae,Eutoxeres,condamini,Eutoxeres condamini,Buff-tailed Sicklebill,Picohoz Colicanela,,4,1,
113,Apodiformes,Trochilidae,Glaucis,hirsutus,Glaucis hirsutus,Rufous-breasted Hermit,Ermitaño Hirsuto,,37,ARA,1
114,Apodiformes,Trochilidae,Threnetes,leucurus,Threnetes leucurus,Pale-tailed Barbthroat,Ermitaño barbudo coliblanco,,20,1,
115,Apodiformes,Trochilidae,Phaethornis,ruber,Phaethornis ruber,Reddish Hermit,Ermitaño Rojizo,,110,ARA,1
116,Apodiformes,Trochilidae,Phaethornis,stuarti,Phaethornis stuarti,White-browed Hermit,Ermitaño Boliviano,,2,1,
117,Apodiformes,Trochilidae,Phaethornis,hispidus,Phaethornis hispidus,White-bearded Hermit,Ermitaño Barbiblanco,,26,ARA,1
118,Apodiformes,Trochilidae,Phaethornis,guy,Phaethornis guy,Green Hermit,Ermitaño Verde,,93,ARA,
119,Apodiformes,Trochilidae,Phaethornis,koepckeae,Phaethornis koepckeae,Koepcke's Hermit,Ermitaño de Koepcke ,Endemico,2,1,
120,Apodiformes,Trochilidae,Phaethornis,philippii,Phaethornis philippii,Needle-billed Hermit,Ermitaño Picoaguja,,9,ARA,
121,Apodiformes,Trochilidae,Phaethornis,malaris,Phaethornis malaris,Great-billed Hermit,Ermitaño Picogrande,,55,ARA,
122,Apodiformes,Trochilidae,Doryfera,ludovicae,Doryfera ludovicae,Green-fronted Lancebill,Colibrí Picolanza Mayor,,14,,
123,Apodiformes,Trochilidae,Doryfera,johannae,Doryfera johannae,Blue-fronted Lancebill,Colibrí Picolanza Menor,,15,,
124,Apodiformes,Trochilidae,Schistes,geoffroyi,Schistes geoffroyi,Geoffroy's Wedgebill,Colibrí picocuña oriental,,14,,
125,Apodiformes,Trochilidae,Colibri,delphinae,Colibri delphinae,Brown Violetear,Colibrí Pardo,,82,,
126,Apodiformes,Trochilidae,Colibri,cyanotus,Colibri cyanotus,Lesser Violetear,Colibrí Verdemar,,269,,
127,Apodiformes,Trochilidae,Colibri,coruscans,Colibri coruscans,Sparkling Violetear,Colibrí Rutilante,,190,1,
128,Apodiformes,Trochilidae,Heliothryx,auritus,Heliothryx auritus,Black-eared Fairy,Colibrí Hada Oriental,,13,,
129,Apodiformes,Trochilidae,Polytmus,guainumbi,Polytmus guainumbi,White-tailed Goldenthroat,Colibrí Guainumbí,,18,,
130,Apodiformes,Trochilidae,Polytmus,theresiae,Polytmus theresiae,Green-tailed Goldenthroat,Colibrí de Teresa,,26,,
131,Apodiformes,Trochilidae,Anthracothorax,nigricollis,Anthracothorax nigricollis,Black-throated Mango,Mango Gorginegro,,24,,
132,Apodiformes,Trochilidae,Discosura,popelairii,Discosura popelairii,Wire-crested Thorntail,Rabudito Crestado,,2,,
133,Apodiformes,Trochilidae,Discosura,langsdorffi,Discosura langsdorffi,Black-bellied Thorntail,Rabudito Ventrinegro,,3,,
134,Apodiformes,Trochilidae,Lophornis,delattrei,Lophornis delattrei,Rufous-crested Coquette,Coqueta Crestirrufa,Casi amenazada,3,,
135,Apodiformes,Trochilidae,Lophornis,chalybeus,Lophornis chalybeus,Festive Coquette,Coqueta verde sureña,,6,,
136,Apodiformes,Trochilidae,Phlogophilus,harterti,Phlogophilus harterti,Peruvian Piedtail,Colibrí Colipinto Peruano,Endemico,3,1,
137,Apodiformes,Trochilidae,Adelomyia,melanogenys,Adelomyia melanogenys,Speckled Hummingbird,Colibrí Jaspeado,,130,1,
138,Apodiformes,Trochilidae,Aglaiocercus,kingii,Aglaiocercus kingii,Long-tailed Sylph,Silfo de King,,26,,
139,Apodiformes,Trochilidae,Metallura,aeneocauda,Metallura aeneocauda,Scaled Metaltail,Metalura Escamosa,,5,,
140,Apodiformes,Trochilidae,Haplophaedia,assimilis,Haplophaedia assimilis,Buff-thighed Puffleg,Calzadito Verdoso Sureño,,6,,
141,Apodiformes,Trochilidae,Aglaeactis,cupripennis,Aglaeactis cupripennis,Shining Sunbeam,Colibrí Cobrizo,,9,,
142,Apodiformes,Trochilidae,Coeligena,coeligena,Coeligena coeligena,Bronzy Inca,Inca Bronceado,,22,1,
143,Apodiformes,Trochilidae,Coeligena,violifer,Coeligena violifer,Violet-throated Starfrontlet,Inca boliviano,,13,,
144,Apodiformes,Trochilidae,Ocreatus,underwoodii,Ocreatus underwoodii,White-booted Racket-tail,Colibrí de Raquetas,,45,1,
145,Apodiformes,Trochilidae,Heliodoxa,branickii,Heliodoxa branickii,Rufous-webbed Brilliant,Brillante Alicanela,,1,1,
146,Apodiformes,Trochilidae,Heliodoxa,schreibersii,Heliodoxa schreibersii,Black-throated Brilliant,Brillante Ventrinegro,,14,1,
147,Apodiformes,Trochilidae,Heliodoxa,aurescens,Heliodoxa aurescens,Gould's Jewelfront,Brillante Pechicastaño,,8,1,
148,Apodiformes,Trochilidae,Heliodoxa,leadbeateri,Heliodoxa leadbeateri,Violet-fronted Brilliant,Brillante Frentivioleta,,24,1,
149,Apodiformes,Trochilidae,Heliomaster,longirostris,Heliomaster longirostris,Long-billed Starthroat,Colibrí Piquilargo,,17,,
150,Apodiformes,Trochilidae,Chaetocercus,mulsant,Chaetocercus mulsant,White-bellied Woodstar,Colibrí de Mulsant,,15,,
151,Apodiformes,Trochilidae,Calliphlox,amethystina,Calliphlox amethystina,Amethyst Woodstar,Colibrí Amatista,,8,,
152,Apodiformes,Trochilidae,Chlorostilbon,mellisugus,Chlorostilbon mellisugus,Blue-tailed Emerald,Esmeralda coliazul,,15,,
153,Apodiformes,Trochilidae,Klais,guimeti,Klais guimeti,Violet-headed Hummingbird,Colibrí Cabeciazul,,46,,
